ID,NAME,CATALOG ID,DESCRIPTION,CATEGORY,SUB CATEGORY,MEASURE UNIT,Vendor,Default Vendor,Pref Vendor,Vendor SKU/Part #,Vendor Description,Vendor Item Cost,Vendor Lead Time
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_14_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-14""x9""",PART-MEP_DUCT_FITTINGS-86FC2091,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-14""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-3""x3""",PART-MEP_DUCT_FITTINGS-1EFC8161,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X17_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x17""-14""x15""",PART-MEP_DUCT_FITTINGS-4C77144E,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x17""-14""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X17_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x17""-8""x9""",PART-MEP_DUCT_FITTINGS-A3788091,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x17""-8""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X18_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x18""-14""x15""",PART-MEP_DUCT_FITTINGS-1323C450,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x18""-14""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X20_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x20""-14""x15""",PART-MEP_DUCT_FITTINGS-99CF1DC3,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x20""-14""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X4_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-0E4A4535,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x4""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X9_13_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x9""-13""x9""",PART-MEP_DUCT_FITTINGS-2D89F3A6,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x9""-13""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X9_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x9""-5""x5""",PART-MEP_DUCT_FITTINGS-903D11C4,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x9""-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X15_13_X14,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x15""-13""x14""",PART-MEP_DUCT_FITTINGS-1416F44D,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x15""-13""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X16_14_X14,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x16""-14""x14""",PART-MEP_DUCT_FITTINGS-043AA393,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x16""-14""x14""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X24_24_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x24""-24""x15""",PART-MEP_DUCT_FITTINGS-F3199AF9,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x24""-24""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_15_X30_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x30""-30""x15""",PART-MEP_DUCT_FITTINGS-0F0061B3,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 15""x30""-30""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X16_13_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x16""-13""x13""",PART-MEP_DUCT_FITTINGS-5F6DE30B,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x16""-13""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X17_15_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x17""-15""x15""",PART-MEP_DUCT_FITTINGS-F8B149A1,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x17""-15""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X17_9_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x17""-9""x9""",PART-MEP_DUCT_FITTINGS-ECD01B32,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x17""-9""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_16_X24_16_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x24""-16""x16""",PART-MEP_DUCT_FITTINGS-B4B1FEA5,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 16""x24""-16""x16""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_17_X18_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 17""x18""-12""x13""",PART-MEP_DUCT_FITTINGS-C4254F2C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 17""x18""-12""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_18_X14_14_X18,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x14""-14""x18""",PART-MEP_DUCT_FITTINGS-A29E51A2,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x14""-14""x18""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_18_X14_15_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x14""-15""x16""",PART-MEP_DUCT_FITTINGS-5DB31BAB,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x14""-15""x16""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_18_X18_16_X17,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x18""-16""x17""",PART-MEP_DUCT_FITTINGS-E3748A73,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 18""x18""-16""x17""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X17_16_X17,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x17""-16""x17""",PART-MEP_DUCT_FITTINGS-908EC873,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x17""-16""x17""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-12""x12""",PART-MEP_DUCT_FITTINGS-5A9E1A54,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-12""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_14_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-14""x15""",PART-MEP_DUCT_FITTINGS-27D96CCC,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-14""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_18_X18,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-18""x18""",PART-MEP_DUCT_FITTINGS-B3C8C341,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-18""x18""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_22_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-22""x16""",PART-MEP_DUCT_FITTINGS-85289532,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-22""x16""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X19_9_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-9""x9""",PART-MEP_DUCT_FITTINGS-260C026C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x19""-9""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_19_X20_28_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x20""-28""x12""",PART-MEP_DUCT_FITTINGS-3EA008C9,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 19""x20""-28""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_22_X22_17_X18,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 22""x22""-17""x18""",PART-MEP_DUCT_FITTINGS-653C993E,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 22""x22""-17""x18""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_22_X24_16_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 22""x24""-16""x16""",PART-MEP_DUCT_FITTINGS-2536540E,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 22""x24""-16""x16""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_24_X15_13_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x15""-13""x13""",PART-MEP_DUCT_FITTINGS-D2E1D2AB,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x15""-13""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_24_X15_22_X16,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x15""-22""x16""",PART-MEP_DUCT_FITTINGS-A8A56785,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x15""-22""x16""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_24_X32_32_X24,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x32""-32""x24""",PART-MEP_DUCT_FITTINGS-B07AA4BB,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 24""x32""-32""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_28_X12_24_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 28""x12""-24""x12""",PART-MEP_DUCT_FITTINGS-E6CF01A8,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 28""x12""-24""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_28_X22_22_X22,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 28""x22""-22""x22""",PART-MEP_DUCT_FITTINGS-34BA94E4,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 28""x22""-22""x22""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_14_X20,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-14""x20""",PART-MEP_DUCT_FITTINGS-43A47776,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-14""x20""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_20_X20,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-20""x20""",PART-MEP_DUCT_FITTINGS-E965EE96,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-20""x20""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_24_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-24""x15""",PART-MEP_DUCT_FITTINGS-6DC040FC,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-24""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X15_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-30""x15""",PART-MEP_DUCT_FITTINGS-52CE9293,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x15""-30""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X24_28_X22,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x24""-28""x22""",PART-MEP_DUCT_FITTINGS-CB1003F2,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x24""-28""x22""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_30_X24_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x24""-30""x15""",PART-MEP_DUCT_FITTINGS-BEDC8682,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 30""x24""-30""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_31_X24_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 31""x24""-30""x15""",PART-MEP_DUCT_FITTINGS-AC3099DC,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 31""x24""-30""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_32_X24_22_X24,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-22""x24""",PART-MEP_DUCT_FITTINGS-A935C8D8,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-22""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_32_X24_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-30""x15""",PART-MEP_DUCT_FITTINGS-F1929721,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-30""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_32_X24_32_X24,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-32""x24""",PART-MEP_DUCT_FITTINGS-89976E3B,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 32""x24""-32""x24""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_35_X16_30_X15,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 35""x16""-30""x15""",PART-MEP_DUCT_FITTINGS-CB86EE27,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 35""x16""-30""x15""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X10_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x10""-3""x3""",PART-MEP_DUCT_FITTINGS-DE3A5D6D,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x10""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X13_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x13""-3""x3""",PART-MEP_DUCT_FITTINGS-005097DA,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x13""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X4_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x4""-3""x3""",PART-MEP_DUCT_FITTINGS-4225B5C7,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x4""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X5_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x5""-3""x3""",PART-MEP_DUCT_FITTINGS-048EFCE5,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x5""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X6_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x6""-3""x3""",PART-MEP_DUCT_FITTINGS-666BA823,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x6""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X7_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x7""-3""x3""",PART-MEP_DUCT_FITTINGS-E025CBE6,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x7""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X8_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x8""-3""x3""",PART-MEP_DUCT_FITTINGS-193EF2EC,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x8""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_3_X9_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x9""-3""x3""",PART-MEP_DUCT_FITTINGS-E22F908F,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 3""x9""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X4_3_X3,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x4""-3""x3""",PART-MEP_DUCT_FITTINGS-CE339196,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x4""-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X4_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-DB8CC475,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x4""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X5_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x5""-4""x4""",PART-MEP_DUCT_FITTINGS-7D60C443,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x5""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X6_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x6""-4""x4""",PART-MEP_DUCT_FITTINGS-F9C5FF56,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x6""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X7_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x7""-4""x4""",PART-MEP_DUCT_FITTINGS-D9CFCEB5,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x7""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X8_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x8""-4""x4""",PART-MEP_DUCT_FITTINGS-C54535C7,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x8""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X8_4_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x8""-4""x5""",PART-MEP_DUCT_FITTINGS-6AFD0F59,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x8""-4""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_4_X9_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x9""-4""x4""",PART-MEP_DUCT_FITTINGS-493905F8,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 4""x9""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X12_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x12""-5""x5""",PART-MEP_DUCT_FITTINGS-97C6AC5F,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x12""-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X14_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x14""-5""x5""",PART-MEP_DUCT_FITTINGS-BB6A9FE1,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x14""-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X5_4_X4,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-4""x4""",PART-MEP_DUCT_FITTINGS-BEFA7952,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X5_4_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-4""x5""",PART-MEP_DUCT_FITTINGS-97540881,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-4""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X5_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-5""x5""",PART-MEP_DUCT_FITTINGS-EDB7E036,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x5""-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_5_X6_5_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x6""-5""x5""",PART-MEP_DUCT_FITTINGS-2ECBFA62,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 5""x6""-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
