delivery_unit_id,need_ts,volume_cf,storage_area_sf,element_count,takt_zones,levels,disciplines,categories,first_task,source,need_date
PO-000450:MEP_L_1_G089,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 089,Production Order,2029-12-21
PO-000451:MEP_L_1_G090,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 090,Production Order,2029-12-21
PO-000452:MEP_L_1_G091,2029-12-21 00:00:00,0.14,0.0,3.0,L 1 Zone 1,L 1,MEP,Duct Fittings,MEP Rough-In L 1 Group 091,Production Order,2029-12-21
PO-000453:MEP_L_1_G092,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 092,Production Order,2029-12-21
PO-000454:MEP_L_1_G093,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 093,Production Order,2029-12-21
PO-000455:MEP_L_1_G094,2029-12-21 00:00:00,0.0,35.0,3.0,,L 1,MEP,Ducts,MEP Rough-In L 1 Group 094,Production Order,2029-12-21
PO-000456:MEP_L_1_G095,2029-12-21 00:00:00,0.09,1.0,3.0,,L 1,MEP,Air Terminals,MEP Rough-In L 1 Group 095,Production Order,2029-12-21
PO-000457:MEP_L_1_G096,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 096,Production Order,2029-12-21
PO-000458:INTW_L_1_ASSEMBLY,2029-12-24 00:00:00,1276.3700000000001,1915.0,16.0,L 1 Zone 5|L 1 Zone 8|L 1 Zone 9,L 1,Architecture,Walls,Interior Walls L 1,Production Order,2029-12-24
PO-000459:MEP_L_1_G097,2029-12-24 00:00:00,0.0,5.0,3.0,L 1 Zone 1,L 1,MEP,Ducts,MEP Rough-In L 1 Group 097,Production Order,2029-12-24
PO-000460:MEP_L_1_G098,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 098,Production Order,2029-12-24
PO-000461:MEP_L_1_G099,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 099,Production Order,2029-12-24
PO-000462:MEP_L_1_G100,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 100,Production Order,2029-12-24
PO-000463:MEP_L_1_G101,2029-12-24 00:00:00,0.0,1.0,3.0,,L 1,MEP,Ducts,MEP Rough-In L 1 Group 101,Production Order,2029-12-24
PO-000464:MEP_L_1_G102,2029-12-24 00:00:00,0.14,0.0,3.0,L 1 Zone 1,L 1,MEP,Duct Fittings,MEP Rough-In L 1 Group 102,Production Order,2029-12-24
PO-000465:MEP_L_1_G103,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 103,Production Order,2029-12-24
PO-000466:MEP_L_1_G104,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 104,Production Order,2029-12-24
PO-000467:MEP_L_1_G105,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 105,Production Order,2029-12-24
PO-000468:MEP_L_1_G106,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 106,Production Order,2029-12-24
PO-000469:MEP_L_1_G107,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 107,Production Order,2029-12-24
PO-000470:MEP_L_1_G108,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 108,Production Order,2029-12-24
PO-000471:MEP_L_1_G109,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 109,Production Order,2029-12-24
PO-000472:MEP_L_1_G110,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 110,Production Order,2029-12-24
PO-000473:MEP_L_1_G111,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 111,Production Order,2029-12-24
PO-000474:MEP_L_1_G112,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 112,Production Order,2029-12-24
PO-000475:MEP_L_1_G113,2029-12-24 00:00:00,0.86,10.0,3.0,L 1 Zone 8,L 1,MEP,Plumbing Fixtures,MEP Rough-In L 1 Group 113,Production Order,2029-12-24
PO-000476:MEP_L_1_G114,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 114,Production Order,2029-12-24
PO-000477:MEP_L_1_G115,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 115,Production Order,2029-12-24
PO-000478:MEP_L_1_G116,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 116,Production Order,2029-12-24
PO-000479:MEP_L_1_G117,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 117,Production Order,2029-12-24
PO-000480:MEP_L_1_G118,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 118,Production Order,2029-12-24
PO-000481:MEP_L_1_G119,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 119,Production Order,2029-12-24
PO-000482:MEP_L_1_G120,2029-12-24 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 120,Production Order,2029-12-24
PO-000483:INTW_L_1_ASSEMBLY,2029-12-25 00:00:00,707.82,1059.0,11.0,L 1 Zone 1|L 1 Zone 5|L 1 Zone 9,L 1,Architecture,Walls,Interior Walls L 1,Production Order,2029-12-25
PO-000484:MEP_L_1_G121,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 121,Production Order,2029-12-25
PO-000485:MEP_L_1_G122,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 122,Production Order,2029-12-25
PO-000486:MEP_L_1_G123,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 123,Production Order,2029-12-25
PO-000487:MEP_L_1_G124,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 124,Production Order,2029-12-25
PO-000488:MEP_L_1_G125,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 125,Production Order,2029-12-25
PO-000489:MEP_L_1_G126,2029-12-25 00:00:00,0.43,5.0,3.0,L 1 Zone 8,L 1,MEP,Plumbing Fixtures,MEP Rough-In L 1 Group 126,Production Order,2029-12-25
PO-000490:MEP_L_1_G127,2029-12-25 00:00:00,0.43,5.0,3.0,L 1 Zone 8,L 1,MEP,Plumbing Fixtures,MEP Rough-In L 1 Group 127,Production Order,2029-12-25
PO-000491:MEP_L_1_G128,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 128,Production Order,2029-12-25
PO-000492:MEP_L_1_G129,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 129,Production Order,2029-12-25
PO-000493:MEP_L_1_G130,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 130,Production Order,2029-12-25
PO-000494:MEP_L_1_G131,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 131,Production Order,2029-12-25
PO-000495:MEP_L_1_G132,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 132,Production Order,2029-12-25
PO-000496:MEP_L_1_G133,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 133,Production Order,2029-12-25
PO-000497:MEP_L_1_G134,2029-12-25 00:00:00,0.07,1.0,3.0,L 1 Zone 9,L 1,MEP,Air Terminals,MEP Rough-In L 1 Group 134,Production Order,2029-12-25
PO-000498:MEP_L_1_G135,2029-12-25 00:00:00,0.21000000000000002,3.0,3.0,L 1 Zone 9,L 1,MEP,Air Terminals,MEP Rough-In L 1 Group 135,Production Order,2029-12-25
PO-000499:MEP_L_1_G136,2029-12-25 00:00:00,0.14,43.0,3.0,L 1 Zone 9,L 1,MEP,Air Terminals|Ducts,MEP Rough-In L 1 Group 136,Production Order,2029-12-25
PO-000500:MEP_L_1_G137,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 137,Production Order,2029-12-25
PO-000501:MEP_L_1_G138,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 138,Production Order,2029-12-25
PO-000502:MEP_L_1_G139,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 139,Production Order,2029-12-25
PO-000503:MEP_L_1_G140,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 140,Production Order,2029-12-25
PO-000504:MEP_L_1_G141,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 141,Production Order,2029-12-25
PO-000505:MEP_L_1_G142,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 142,Production Order,2029-12-25
PO-000506:MEP_L_1_G143,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 143,Production Order,2029-12-25
PO-000507:MEP_L_1_G144,2029-12-25 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 144,Production Order,2029-12-25
1928172,2029-12-25 14:30:00,738.63,3377.0,1.0,L 1 Zone 7,L 1,Architecture,Ceilings,Ceiling Installation,Micro Schedule Fallback,2029-12-25
2009903,2029-12-25 15:00:00,31.32,143.0,1.0,L 1 Zone 5,L 1,Architecture,Ceilings,Ceiling Installation,Micro Schedule Fallback,2029-12-25
1900934,2029-12-25 15:30:00,660.1,3018.0,1.0,,L 1,Architecture,Ceilings,Ceiling Installation,Micro Schedule Fallback,2029-12-25
PO-000508:MEP_L_1_G145,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 145,Production Order,2029-12-26
PO-000509:MEP_L_1_G146,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 146,Production Order,2029-12-26
PO-000510:MEP_L_1_G147,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 147,Production Order,2029-12-26
PO-000511:MEP_L_1_G148,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 148,Production Order,2029-12-26
PO-000512:MEP_L_1_G149,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 149,Production Order,2029-12-26
PO-000513:MEP_L_1_G150,2029-12-26 00:00:00,2.2,40.0,3.0,,L 1,MEP,Plumbing Fixtures,MEP Rough-In L 1 Group 150,Production Order,2029-12-26
PO-000514:MEP_L_1_G151,2029-12-26 00:00:00,3.3000000000000003,60.0,3.0,L 1 Zone 8,L 1,MEP,Plumbing Fixtures,MEP Rough-In L 1 Group 151,Production Order,2029-12-26
PO-000515:MEP_L_1_G152,2029-12-26 00:00:00,1.1,20.0,3.0,L 1 Zone 8,L 1,MEP,Plumbing Fixtures,MEP Rough-In L 1 Group 152,Production Order,2029-12-26
PO-000516:MEP_L_1_G153,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 153,Production Order,2029-12-26
PO-000517:MEP_L_1_G154,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 154,Production Order,2029-12-26
PO-000518:MEP_L_1_G155,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 155,Production Order,2029-12-26
PO-000519:MEP_L_1_G156,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 156,Production Order,2029-12-26
PO-000520:MEP_L_1_G157,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 157,Production Order,2029-12-26
PO-000521:MEP_L_1_G158,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 158,Production Order,2029-12-26
PO-000522:MEP_L_1_G159,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 159,Production Order,2029-12-26
PO-000523:MEP_L_1_G160,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 160,Production Order,2029-12-26
PO-000524:MEP_L_1_G161,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 161,Production Order,2029-12-26
PO-000525:MEP_L_1_G162,2029-12-26 00:00:00,0.0,22.0,3.0,L 1 Zone 9,L 1,MEP,Ducts,MEP Rough-In L 1 Group 162,Production Order,2029-12-26
PO-000526:MEP_L_1_G163,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 163,Production Order,2029-12-26
PO-000527:MEP_L_1_G164,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 164,Production Order,2029-12-26
PO-000528:MEP_L_1_G165,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 165,Production Order,2029-12-26
PO-000529:MEP_L_1_G166,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 166,Production Order,2029-12-26
PO-000530:MEP_L_1_G167,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 167,Production Order,2029-12-26
PO-000531:MEP_L_1_G168,2029-12-26 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 168,Production Order,2029-12-26
PO-000532:MEP_L_1_G169,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 169,Production Order,2029-12-27
PO-000533:MEP_L_1_G170,2029-12-27 00:00:00,0.0,41.0,3.0,,L 1,MEP,Ducts,MEP Rough-In L 1 Group 170,Production Order,2029-12-27
PO-000534:MEP_L_1_G171,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 171,Production Order,2029-12-27
PO-000535:MEP_L_1_G172,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 172,Production Order,2029-12-27
PO-000536:MEP_L_1_G173,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 173,Production Order,2029-12-27
PO-000537:MEP_L_1_G174,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 174,Production Order,2029-12-27
PO-000538:MEP_L_1_G175,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 175,Production Order,2029-12-27
PO-000539:MEP_L_1_G176,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 176,Production Order,2029-12-27
PO-000540:MEP_L_1_G177,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 177,Production Order,2029-12-27
PO-000541:MEP_L_1_G178,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 178,Production Order,2029-12-27
PO-000542:MEP_L_1_G179,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 179,Production Order,2029-12-27
PO-000543:MEP_L_1_G180,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 180,Production Order,2029-12-27
PO-000544:MEP_L_1_G181,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 181,Production Order,2029-12-27
PO-000545:MEP_L_1_G182,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 182,Production Order,2029-12-27
PO-000546:MEP_L_1_G183,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 183,Production Order,2029-12-27
PO-000547:MEP_L_1_G184,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 184,Production Order,2029-12-27
PO-000548:MEP_L_1_G185,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 185,Production Order,2029-12-27
PO-000549:MEP_L_1_G186,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 186,Production Order,2029-12-27
PO-000550:MEP_L_1_G187,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 187,Production Order,2029-12-27
PO-000551:MEP_L_1_G188,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 188,Production Order,2029-12-27
PO-000552:MEP_L_1_G189,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 189,Production Order,2029-12-27
PO-000553:MEP_L_1_G190,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 190,Production Order,2029-12-27
PO-000554:MEP_L_1_G191,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 191,Production Order,2029-12-27
PO-000555:MEP_L_1_G192,2029-12-27 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 192,Production Order,2029-12-27
PO-000556:MEP_L_1_G193,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 193,Production Order,2029-12-28
PO-000557:MEP_L_1_G194,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 194,Production Order,2029-12-28
PO-000558:MEP_L_1_G195,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 195,Production Order,2029-12-28
PO-000559:MEP_L_1_G196,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 196,Production Order,2029-12-28
PO-000560:MEP_L_1_G197,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 197,Production Order,2029-12-28
PO-000561:MEP_L_1_G198,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 198,Production Order,2029-12-28
PO-000562:MEP_L_1_G199,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 199,Production Order,2029-12-28
PO-000563:MEP_L_1_G200,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 200,Production Order,2029-12-28
PO-000564:MEP_L_1_G201,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 201,Production Order,2029-12-28
PO-000565:MEP_L_1_G202,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 202,Production Order,2029-12-28
PO-000566:MEP_L_1_G203,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 203,Production Order,2029-12-28
PO-000567:MEP_L_1_G204,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 204,Production Order,2029-12-28
PO-000568:MEP_L_1_G205,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 205,Production Order,2029-12-28
PO-000569:MEP_L_1_G206,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 206,Production Order,2029-12-28
PO-000570:MEP_L_1_G207,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 207,Production Order,2029-12-28
PO-000571:MEP_L_1_G208,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 208,Production Order,2029-12-28
PO-000572:MEP_L_1_G209,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 209,Production Order,2029-12-28
PO-000573:MEP_L_1_G210,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 210,Production Order,2029-12-28
PO-000574:MEP_L_1_G211,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 211,Production Order,2029-12-28
PO-000575:MEP_L_1_G212,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 212,Production Order,2029-12-28
PO-000576:MEP_L_1_G213,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 213,Production Order,2029-12-28
PO-000577:MEP_L_1_G214,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 214,Production Order,2029-12-28
PO-000578:MEP_L_1_G215,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 215,Production Order,2029-12-28
PO-000579:MEP_L_1_G216,2029-12-28 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 216,Production Order,2029-12-28
PO-000580:MEP_L_1_G217,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 217,Production Order,2029-12-31
PO-000581:MEP_L_1_G218,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 218,Production Order,2029-12-31
PO-000582:MEP_L_1_G219,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 219,Production Order,2029-12-31
PO-000583:MEP_L_1_G220,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 220,Production Order,2029-12-31
PO-000584:MEP_L_1_G221,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 221,Production Order,2029-12-31
PO-000585:MEP_L_1_G222,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 222,Production Order,2029-12-31
PO-000586:MEP_L_1_G223,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 223,Production Order,2029-12-31
PO-000587:MEP_L_1_G224,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 224,Production Order,2029-12-31
PO-000588:MEP_L_1_G225,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 225,Production Order,2029-12-31
PO-000589:MEP_L_1_G226,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 226,Production Order,2029-12-31
PO-000590:MEP_L_1_G227,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 227,Production Order,2029-12-31
PO-000591:MEP_L_1_G228,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 228,Production Order,2029-12-31
PO-000592:MEP_L_1_G229,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 229,Production Order,2029-12-31
PO-000593:MEP_L_1_G230,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 230,Production Order,2029-12-31
PO-000594:MEP_L_1_G231,2029-12-31 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 231,Production Order,2029-12-31
PO-000595:MEP_L_1_G232,2029-12-31 00:00:00,0.0,0.0,1.0,,,,,MEP Rough-In L 1 Group 232,Production Order,2029-12-31
1722331,2029-12-31 14:35:00,0.69,5.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722307,2029-12-31 14:50:00,0.09,1.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722302,2029-12-31 15:05:00,2.3,28.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722313,2029-12-31 15:20:00,0.21,2.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722305,2029-12-31 15:35:00,0.31,2.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722332,2029-12-31 15:50:00,0.31,2.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722326,2029-12-31 16:05:00,0.31,2.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722335,2029-12-31 16:20:00,0.69,5.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722337,2029-12-31 16:35:00,0.09,1.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2029-12-31
1722328,2030-01-01 09:00:00,0.32,2.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1722333,2030-01-01 09:15:00,0.32,2.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1722327,2030-01-01 09:30:00,0.32,2.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1722309,2030-01-01 09:45:00,2.36,28.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1722314,2030-01-01 10:00:00,0.21,3.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1722336,2030-01-01 10:15:00,0.69,5.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1722338,2030-01-01 10:30:00,0.09,1.0,1.0,L 1 Zone 3,L 1,Architecture,Curtain Wall Mullions,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1383912,2030-01-01 10:45:00,2.75,33.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1383940,2030-01-01 11:00:00,0.25,3.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1383910,2030-01-01 11:15:00,2.82,34.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1383939,2030-01-01 11:30:00,0.25,3.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1383903,2030-01-01 11:45:00,2.75,33.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1383938,2030-01-01 12:00:00,0.25,3.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1928777,2030-01-01 12:15:00,2.75,33.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1928781,2030-01-01 12:30:00,0.25,3.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1928775,2030-01-01 12:45:00,2.82,34.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
1928780,2030-01-01 13:00:00,0.25,3.0,1.0,L 1 Zone 7,L 1,Architecture,Curtain Panels,Glass Install + Glazing,Micro Schedule Fallback,2030-01-01
